Time,Location,MaxTemperature,AvgTemperature,MinTemperature,MaxDewPoint,AvgDewPoint,MinDewPoint,MaxHumidity,AvgHumidity,MinHumidity,MaxWindspeed,AvgWindspeed,MinWindspeed
2022-8-12,HoChiMinh,91,82.2,75,81,75.9,72,94,82.4,59,17,4.5,0
2022-8-13,HoChiMinh,93,85.2,79,81,74.0,68,94,71.3,46,9,5.0,0
2022-8-14,HoChiMinh,93,85.3,79,81,75.6,72,94,73.8,52,10,5.9,2
2022-8-15,HoChiMinh,90,81.1,73,81,77.0,72,100,87.7,70,22,5.8,0
2022-8-16,HoChiMinh,90,80.3,77,84,78.2,75,100,93.8,84,17,4.6,0
2022-8-17,HoChiMinh,90,82.2,77,82,76.8,72,94,84.4,62,17,6.5,1
2022-8-18,HoChiMinh,91,83.9,79,79,76.4,73,94,79.1,55,20,6.6,2
2022-8-19,HoChiMinh,93,83.7,79,79,76.0,73,94,78.7,59,16,7.2,0
2022-8-20,HoChiMinh,91,83.3,79,79,76.6,73,89,80.7,63,26,8.6,1
2022-8-21,HoChiMinh,90,83.2,79,79,76.0,73,89,79.9,62,16,7.8,3
2022-8-22,HoChiMinh,95,84.2,79,79,75.5,73,94,77.0,52,10,6.6,2
2022-8-23,HoChiMinh,93,84.2,77,79,76.5,73,100,79.0,59,16,6.1,1
2022-8-24,HoChiMinh,91,83.0,77,79,74.7,72,94,77.7,59,15,5.2,1
2022-8-25,HoChiMinh,90,81.6,77,77,74.8,73,94,81.7,59,16,7.8,2
2022-8-26,HoChiMinh,90,80.2,75,77,74.6,73,100,84.8,62,18,6.6,1
2022-8-27,HoChiMinh,93,82.9,75,77,74.0,72,94,77.1,52,10,4.6,0
2022-8-28,HoChiMinh,93,82.5,77,79,76.0,73,100,82.6,55,8,2.6,0
2022-8-29,HoChiMinh,93,84.7,77,79,75.9,75,94,76.4,56,12,6.8,0
2022-8-30,HoChiMinh,93,84.3,75,79,77.0,73,94,79.3,56,17,6.0,2
2022-8-31,HoChiMinh,91,82.8,77,79,75.7,73,100,81.0,55,12,4.5,0
2022-9-1,HoChiMinh,93,84.4,77,81,76.0,73,100,77.8,52,12,2.6,0
2022-9-2,HoChiMinh,91,82.2,75,81,76.9,73,100,84.7,63,13,4.4,0
2022-9-3,HoChiMinh,93,83.2,77,81,75.9,75,94,79.8,56,18,5.3,0
2022-9-4,HoChiMinh,90,82.6,77,79,76.4,73,94,82.7,66,22,7.9,0
2022-9-5,HoChiMinh,91,82.6,77,79,76.0,73,94,82.0,62,15,6.4,0
2022-9-6,HoChiMinh,90,81.8,77,79,76.2,73,94,84.6,59,17,7.0,2
2022-9-7,HoChiMinh,84,78.9,77,77,75.5,73,100,90.3,74,16,5.0,0
2022-9-8,HoChiMinh,88,81.5,77,77,74.4,72,94,80.5,62,15,8.9,2
2022-9-9,HoChiMinh,93,84.5,77,79,75.8,73,94,76.7,55,12,4.8,1
2022-9-10,HoChiMinh,93,85.5,79,79,77.0,73,100,77.1,52,13,5.3,0
2022-9-11,HoChiMinh,93,82.8,77,79,76.3,73,100,81.8,55,13,4.3,1
2022-9-12,HoChiMinh,91,81.1,77,77,75.9,73,100,85.5,59,8,3.8,0
2022-9-13,HoChiMinh,91,83.2,77,79,76.7,75,100,82.0,59,12,4.5,0
2022-9-14,HoChiMinh,91,82.5,77,79,76.4,73,94,82.9,63,18,8.3,1
2022-9-15,HoChiMinh,90,82.9,77,79,75.5,73,94,79.2,66,20,9.9,3
2022-9-16,HoChiMinh,91,82.8,75,79,77.0,73,100,83.8,59,20,7.5,1
2022-9-17,HoChiMinh,91,83.4,79,79,77.3,75,94,82.5,59,18,6.3,1
2022-9-18,HoChiMinh,90,83.0,79,79,76.3,75,94,81.9,62,21,6.5,1
2022-9-19,HoChiMinh,91,81.3,75,79,76.4,73,100,86.0,59,13,4.9,0
2022-9-20,HoChiMinh,90,81.8,77,79,76.6,75,100,85.2,62,16,5.7,0
2022-9-21,HoChiMinh,93,82.9,77,79,76.5,75,100,82.2,56,14,6.8,2
2022-9-22,HoChiMinh,90,82.2,79,77,76.5,75,94,83.7,62,16,8.1,3
2022-9-23,HoChiMinh,91,83.2,77,79,76.5,75,100,81.7,59,15,5.7,0
2022-9-24,HoChiMinh,90,82.1,79,79,77.0,75,94,85.4,66,10,4.3,0
2022-9-25,HoChiMinh,90,81.1,75,79,76.8,75,100,87.7,70,24,5.2,1
2022-9-26,HoChiMinh,90,78.7,75,79,75.6,73,100,90.9,66,16,4.7,0
2022-9-27,HoChiMinh,86,79.0,73,79,75.5,73,100,89.8,74,15,7.1,1
2022-9-28,HoChiMinh,88,80.2,77,79,76.4,75,100,89.2,70,25,13.0,3
2022-9-29,HoChiMinh,86,78.7,75,79,76.2,75,100,92.8,74,22,8.7,3
2022-9-30,HoChiMinh,88,81.6,77,81,77.5,77,100,88.0,70,14,6.3,2
2022-10-1,HoChiMinh,91,81.8,75,79,77.3,75,100,87.3,62,17,4.8,0
2022-10-2,HoChiMinh,90,81.3,77,81,77.2,75,100,88.2,66,13,4.4,1
2022-10-3,HoChiMinh,90,83.0,77,79,77.1,75,100,82.9,66,14,6.5,1
2022-10-4,HoChiMinh,90,83.3,77,79,76.8,73,100,82.0,62,15,6.0,2
2022-10-5,HoChiMinh,91,83.5,77,79,76.4,75,94,80.2,62,12,6.3,1
2022-10-6,HoChiMinh,88,81.5,77,79,77.3,75,100,87.6,70,12,5.3,2
2022-10-7,HoChiMinh,93,82.9,77,79,77.4,73,100,84.6,52,18,3.7,1
2022-10-8,HoChiMinh,84,78.8,77,79,77.1,75,100,95.0,84,9,4.5,0
2022-10-9,HoChiMinh,88,80.8,75,81,77.8,75,100,90.6,74,9,3.8,0
2022-10-10,HoChiMinh,90,81.1,75,81,76.7,73,100,87.6,66,13,3.7,1
2022-10-11,HoChiMinh,90,80.2,75,81,76.6,73,100,89.5,62,8,3.6,0
2022-10-12,HoChiMinh,91,83.6,77,79,76.2,73,100,80.2,55,8,4.6,0
2022-10-13,HoChiMinh,91,83.5,77,79,74.8,70,100,77.0,49,15,6.0,0
2022-10-14,HoChiMinh,88,81.6,77,77,74.7,70,94,80.5,62,13,5.9,2
2022-10-15,HoChiMinh,86,79.3,73,73,72.5,72,100,80.4,62,10,5.9,2
2022-10-16,HoChiMinh,91,80.6,72,77,72.9,70,100,79.1,52,8,5.4,2
2022-10-17,HoChiMinh,93,83.3,75,77,75.6,73,100,79.2,55,10,5.5,1
2022-10-18,HoChiMinh,93,83.3,77,79,76.5,73,100,81.8,55,9,4.9,1
2022-10-19,HoChiMinh,84,78.6,75,79,77.2,75,100,95.5,84,10,5.4,1
2022-10-20,HoChiMinh,84,79.7,75,79,76.8,75,100,91.4,79,12,6.7,2
2022-10-21,HoChiMinh,91,83.6,77,79,76.7,73,100,81.0,59,13,5.4,0
2022-10-22,HoChiMinh,91,84.1,79,81,77.5,75,100,81.8,59,9,4.2,1
2022-10-23,HoChiMinh,91,82.5,77,79,77.6,75,100,86.4,59,12,3.5,0
2022-10-24,HoChiMinh,95,83.1,73,81,77.2,72,100,84.2,49,15,4.2,0
2022-10-25,HoChiMinh,90,81.3,75,81,77.7,75,100,89.1,74,9,5.2,0
2022-10-26,HoChiMinh,91,83.7,77,81,78.5,77,100,84.8,66,10,4.3,0
2022-10-27,HoChiMinh,90,80.5,77,81,78.1,75,100,92.6,70,9,4.5,1
2022-10-28,HoChiMinh,86,81.2,77,81,78.0,75,100,90.1,74,8,3.4,0
2022-10-29,HoChiMinh,91,81.8,75,79,74.0,72,89,78.6,52,9,4.7,1
2022-10-30,HoChiMinh,91,83.9,79,75,72.8,70,89,70.5,49,12,5.6,1
2022-10-31,HoChiMinh,93,83.5,75,79,72.3,66,94,70.7,43,10,5.4,1
2022-11-1,HoChiMinh,90,82.6,77,79,75.9,72,100,81.8,58,9,5.0,2
2022-11-2,HoChiMinh,88,81.4,77,79,75.7,73,100,84.1,62,10,3.8,0
2022-11-3,HoChiMinh,84,78.8,75,77,75.0,73,100,89.2,74,8,4.2,0
2022-11-4,HoChiMinh,86,79.2,75,79,75.9,73,100,90.7,70,9,3.5,0
2022-11-5,HoChiMinh,91,81.7,75,79,74.7,68,100,81.5,52,10,4.7,0
2022-11-6,HoChiMinh,91,81.7,75,79,75.8,73,100,84.1,55,9,3.2,1
2022-11-7,HoChiMinh,91,81.6,75,81,78.0,75,100,89.0,66,10,3.2,0
2022-11-8,HoChiMinh,91,83.4,77,81,77.0,70,100,82.5,52,9,3.7,0
2022-11-9,HoChiMinh,93,84.3,77,79,77.3,73,100,80.5,55,8,3.0,0
2022-11-10,HoChiMinh,95,83.7,77,81,78.5,73,100,86.2,53,7,2.9,0
2022-11-11,HoChiMinh,91,84.6,79,81,78.3,75,100,82.1,59,10,4.3,1
2022-11-12,HoChiMinh,91,82.3,79,81,77.6,73,100,87.0,55,14,3.5,1
2022-11-13,HoChiMinh,90,82.1,77,81,78.3,77,100,88.6,70,13,5.7,1
2022-11-14,HoChiMinh,91,82.9,77,81,77.6,73,100,84.8,59,12,5.0,1
2022-11-15,HoChiMinh,91,82.6,77,79,77.3,75,100,84.7,59,15,4.5,0
2022-11-16,HoChiMinh,93,82.8,75,81,77.2,73,100,84.7,52,17,4.3,0
2022-11-17,HoChiMinh,91,82.7,77,81,77.3,73,100,85.2,59,12,3.3,0
2022-11-18,HoChiMinh,91,83.2,77,81,78.6,75,100,86.7,59,13,4.9,1
2022-11-19,HoChiMinh,82,79.0,77,79,76.7,75,100,93.2,79,12,4.7,0
2022-11-20,HoChiMinh,81,78.5,77,79,76.8,75,100,94.9,89,9,4.0,0
2022-11-21,HoChiMinh,84,79.2,75,79,76.9,75,100,93.0,79,6,2.9,1
2022-11-22,HoChiMinh,84,79.3,75,81,78.0,75,100,95.6,84,13,2.9,0
2022-11-23,HoChiMinh,86,79.5,77,82,78.2,77,100,95.8,79,15,6.2,1
2022-11-24,HoChiMinh,86,80.3,77,81,78.4,75,100,93.5,79,14,8.0,2
2022-11-25,HoChiMinh,90,82.5,77,81,78.0,75,100,86.7,70,12,7.3,3
2022-11-26,HoChiMinh,91,80.5,0,79,75.7,0,100,84.4,0,15,4.8,1
2022-11-27,HoChiMinh,91,83.5,79,79,77.7,77,94,83.3,63,12,7.7,3
2022-11-28,HoChiMinh,91,83.7,79,79,78.0,75,100,83.8,59,10,6.8,3
2022-11-29,HoChiMinh,91,84.4,79,79,75.6,72,94,76.2,52,12,6.7,1
2022-11-30,HoChiMinh,93,84.5,77,79,76.1,70,100,77.1,49,9,4.3,1
2022-12-1,HoChiMinh,91,84.8,79,81,76.5,68,100,77.7,46,13,3.8,0
2022-12-2,HoChiMinh,93,82.5,75,77,73.5,70,100,76.3,46,25,7.4,1
2022-12-3,HoChiMinh,90,80.3,73,79,75.0,73,100,86.0,59,17,6.2,0
2022-12-4,HoChiMinh,91,81.5,73,77,74.2,72,100,80.5,55,13,6.6,0
2022-12-5,HoChiMinh,91,83.5,75,79,76.2,72,100,80.2,52,9,4.4,0
2022-12-6,HoChiMinh,93,82.8,77,79,76.4,72,100,82.7,49,12,3.7,0
2022-12-7,HoChiMinh,90,80.8,77,79,76.6,73,100,88.3,62,6,3.0,1
2022-12-8,HoChiMinh,93,83.5,75,79,75.6,68,100,79.0,46,9,3.2,0
2022-12-9,HoChiMinh,91,82.8,77,79,75.5,72,100,80.5,52,8,4.0,1
2022-12-10,HoChiMinh,90,81.6,75,77,75.5,72,100,82.8,59,9,4.2,0
2022-12-11,HoChiMinh,91,81.8,75,77,74.1,68,100,79.8,46,13,5.1,1
2022-12-12,HoChiMinh,90,81.3,73,75,71.4,63,100,74.8,40,12,5.6,2
2022-12-13,HoChiMinh,91,80.4,72,73,67.0,57,94,67.0,33,12,4.9,1
2022-12-14,HoChiMinh,88,79.8,73,75,72.7,68,100,79.7,55,8,3.2,0
2022-12-15,HoChiMinh,91,80.9,72,77,72.0,68,94,75.4,49,6,3.5,0
2022-12-16,HoChiMinh,91,83.8,77,79,76.1,72,100,79.4,55,8,4.9,0
2022-12-17,HoChiMinh,88,82.4,77,77,73.5,70,94,75.7,55,10,6.1,2
2022-12-18,HoChiMinh,90,81.3,75,70,66.1,61,78,61.0,43,17,11.4,6
2022-12-19,HoChiMinh,90,79.7,72,72,65.5,61,78,63.3,43,9,5.4,1
2022-12-20,HoChiMinh,90,80.8,72,75,69.8,66,88,70.8,49,8,4.2,1
2022-12-21,HoChiMinh,91,81.8,75,79,74.0,70,94,79.6,49,9,4.2,0
2022-12-22,HoChiMinh,90,81.6,75,77,72.3,66,100,75.6,49,12,4.7,0
2022-12-23,HoChiMinh,90,79.1,70,75,63.7,55,100,62.8,33,10,5.8,3
2022-12-24,HoChiMinh,86,76.5,66,64,62.6,59,88,63.2,43,10,5.1,0
2022-12-25,HoChiMinh,86,77.1,70,70,62.7,59,88,62.0,40,8,4.2,1
2022-12-26,HoChiMinh,88,78.2,68,73,66.9,57,100,71.3,37,10,4.3,1
2022-12-27,HoChiMinh,84,77.3,70,72,69.6,66,94,77.6,55,7,2.9,0
2022-12-28,HoChiMinh,90,79.5,70,73,68.4,61,100,72.9,38,8,3.6,0
2022-12-29,HoChiMinh,91,81.8,75,77,71.4,63,94,73.5,40,8,4.5,1
2022-12-30,HoChiMinh,88,81.1,75,77,73.3,66,100,79.1,51,9,4.6,1
2022-12-31,HoChiMinh,86,78.6,73,70,64.7,63,78,62.8,48,9,5.7,2
2023-1-1,HoChiMinh,88,79.6,73,72,67.4,64,83,66.9,51,9,5.7,2
2023-1-2,HoChiMinh,90,80.1,73,77,72.9,68,94,79.7,58,7,3.7,1
2023-1-3,HoChiMinh,91,82.5,75,77,72.1,66,100,73.2,46,12,6.1,1
2023-1-4,HoChiMinh,91,81.8,75,70,68.0,66,83,64.1,46,14,8.8,2
2023-1-5,HoChiMinh,84,78.5,73,72,69.1,68,88,72.7,62,16,10.8,7
2023-1-6,HoChiMinh,86,78.3,72,70,67.3,66,94,70.3,51,15,9.2,3
2023-1-7,HoChiMinh,84,78.4,75,68,66.2,66,73,66.3,55,14,8.6,6
2023-1-8,HoChiMinh,86,78.6,73,73,69.2,66,89,73.2,55,8,4.0,1
2023-1-9,HoChiMinh,88,80.2,75,77,75.0,73,100,85.8,62,13,5.2,1
2023-1-10,HoChiMinh,84,79.3,75,79,75.1,73,100,87.9,74,14,7.4,1
2023-1-11,HoChiMinh,86,80.9,77,75,73.4,73,94,79.3,66,12,6.7,0
2023-1-12,HoChiMinh,88,81.7,77,75,74.1,73,94,79.3,62,10,7.7,2
2023-1-13,HoChiMinh,90,82.1,75,79,75.3,72,100,81.7,55,8,4.9,1
2023-1-14,HoChiMinh,93,83.6,77,79,75.7,72,100,78.8,49,8,4.4,1
2023-1-15,HoChiMinh,93,83.5,77,79,72.4,64,100,73.1,38,12,4.6,1
2023-1-16,HoChiMinh,93,83.3,77,77,73.7,64,94,75.7,41,12,5.4,1
2023-1-17,HoChiMinh,91,81.4,73,75,72.2,64,100,76.1,43,13,4.3,1
2023-1-18,HoChiMinh,90,81.0,73,75,68.5,64,94,66.8,46,12,4.2,1
2023-1-19,HoChiMinh,91,81.8,73,77,68.0,63,84,64.7,43,10,5.2,1
2023-1-20,HoChiMinh,91,81.6,73,77,71.9,68,89,73.4,49,8,4.6,0
2023-1-21,HoChiMinh,93,84.0,73,77,71.3,66,89,67.6,41,8,3.8,1
2023-1-22,HoChiMinh,91,84.0,77,79,74.0,70,100,73.1,49,13,3.8,0
2023-1-23,HoChiMinh,93,84.6,77,77,73.6,68,94,71.7,46,12,4.5,1
2023-1-24,HoChiMinh,95,82.8,75,77,71.6,63,100,72.2,34,13,5.4,1
2023-1-25,HoChiMinh,90,79.8,73,72,66.4,61,83,64.7,38,9,5.4,1
2023-1-26,HoChiMinh,90,80.4,73,75,65.7,63,84,62.0,40,9,4.5,1
2023-1-27,HoChiMinh,91,81.6,75,79,72.5,64,94,75.6,49,9,4.1,0
2023-1-28,HoChiMinh,90,80.8,73,73,64.7,61,78,59.3,43,13,6.9,1
2023-1-29,HoChiMinh,88,78.2,73,66,62.8,61,69,58.9,43,10,5.6,0
2023-1-30,HoChiMinh,86,77.3,70,72,64.6,57,83,65.3,51,9,6.0,1
2023-1-31,HoChiMinh,91,80.8,70,73,69.7,66,94,71.4,43,10,4.3,1
2023-2-1,HoChiMinh,88,81.3,75,75,72.2,66,94,75.3,52,8,4.6,0
2023-2-2,HoChiMinh,90,82.1,77,81,74.5,72,100,79.3,58,13,5.1,1
2023-2-3,HoChiMinh,93,84.9,77,75,71.4,68,89,65.7,44,14,7.6,2
2023-2-4,HoChiMinh,97,84.3,75,73,70.0,64,94,64.3,37,14,7.7,1
2023-2-5,HoChiMinh,95,83.2,73,73,69.8,64,94,66.2,36,10,5.5,1
2023-2-6,HoChiMinh,93,84.1,77,73,70.6,66,89,65.0,41,13,7.8,2
2023-2-7,HoChiMinh,93,83.9,79,75,72.5,70,84,69.8,46,14,8.6,5
2023-2-8,HoChiMinh,95,84.2,77,77,72.4,68,89,69.8,41,12,5.0,0
2023-2-9,HoChiMinh,95,85.0,79,73,70.8,68,83,63.2,41,15,9.3,3
2023-2-10,HoChiMinh,95,84.6,77,73,68.4,63,79,60.2,34,15,8.9,2
2023-2-11,HoChiMinh,95,83.9,77,75,72.0,68,89,69.7,41,14,8.1,2
2023-2-12,HoChiMinh,93,84.1,77,77,72.9,72,94,70.4,49,13,6.5,1
2023-2-13,HoChiMinh,91,83.5,79,77,74.4,72,89,75.5,52,14,7.7,1
2023-2-14,HoChiMinh,91,82.2,77,77,74.2,72,100,78.5,52,14,5.8,0
2023-2-15,HoChiMinh,95,83.7,77,73,71.0,64,89,67.4,36,12,5.5,0
2023-2-16,HoChiMinh,93,82.0,72,73,67.9,59,94,64.9,34,13,3.8,0
2023-2-17,HoChiMinh,93,83.0,73,73,68.5,63,83,63.1,38,10,5.5,0
2023-2-18,HoChiMinh,91,82.0,77,77,73.9,70,89,78.3,52,12,4.4,0
2023-2-19,HoChiMinh,93,82.4,77,77,73.2,68,94,76.2,44,14,5.1,0
2023-2-20,HoChiMinh,91,81.7,75,75,71.5,64,100,74.7,43,13,4.6,1
2023-2-21,HoChiMinh,93,82.0,73,75,69.6,63,94,69.3,36,13,4.8,1
2023-2-22,HoChiMinh,91,81.6,73,73,70.1,64,94,70.7,41,10,4.2,0
2023-2-23,HoChiMinh,91,82.3,75,73,70.5,66,94,69.2,46,13,4.1,0
2023-2-24,HoChiMinh,93,81.8,75,75,70.6,63,94,71.6,36,14,5.1,0
2023-2-25,HoChiMinh,91,81.0,73,72,67.3,61,89,64.8,38,12,3.9,1
2023-2-26,HoChiMinh,93,82.0,72,70,63.4,59,78,54.7,32,10,6.4,2
2023-2-27,HoChiMinh,95,82.0,72,73,65.3,61,79,57.9,34,13,5.3,1
2023-2-28,HoChiMinh,93,83.3,75,75,69.7,64,84,65.0,38,9,5.0,2
2023-3-1,HoChiMinh,95,84.2,77,77,72.3,66,94,70.0,39,15,4.8,0
2023-3-2,HoChiMinh,95,84.3,75,73,70.5,66,89,64.5,41,10,5.3,2
2023-3-3,HoChiMinh,91,82.0,73,72,67.7,63,83,63.0,43,12,5.5,2
2023-3-4,HoChiMinh,90,80.7,72,73,66.7,63,94,64.5,40,9,4.1,1
2023-3-5,HoChiMinh,93,80.8,72,72,63.5,55,83,58.6,28,10,5.2,1
2023-3-6,HoChiMinh,90,80.1,72,70,65.7,63,83,62.5,43,16,5.8,1
2023-3-7,HoChiMinh,93,80.8,70,70,66.0,59,94,62.9,32,13,5.3,0
2023-3-8,HoChiMinh,93,81.0,72,72,67.2,61,94,65.7,36,13,4.9,1
2023-3-9,HoChiMinh,93,79.3,0,72,65.4,0,89,63.1,0,12,6.0,1
2023-3-10,HoChiMinh,91,80.3,72,72,68.8,63,94,70.0,38,13,5.8,1
2023-3-11,HoChiMinh,93,81.3,73,72,69.6,63,94,69.1,41,14,6.6,1
2023-3-12,HoChiMinh,91,81.4,75,72,69.7,63,89,69.1,40,12,7.0,2
2023-3-13,HoChiMinh,91,81.9,73,73,67.4,59,94,63.6,34,13,5.0,0
2023-3-14,HoChiMinh,93,81.9,73,72,66.2,57,94,62.7,30,13,5.1,0
2023-3-15,HoChiMinh,91,80.4,73,72,69.1,63,89,70.9,38,12,7.3,3
2023-3-16,HoChiMinh,95,85.3,77,72,67.0,63,78,56.2,34,15,8.4,3
2023-3-17,HoChiMinh,95,83.2,75,73,70.4,66,89,67.0,39,13,6.7,2
2023-3-18,HoChiMinh,93,83.5,77,72,71.2,68,83,67.0,44,13,7.7,2
2023-3-19,HoChiMinh,97,85.4,79,73,70.9,66,83,63.6,37,13,9.2,3
2023-3-20,HoChiMinh,93,84.5,79,75,73.1,70,89,70.3,46,14,7.9,2
2023-3-21,HoChiMinh,95,84.5,79,77,74.7,70,89,74.8,49,13,7.2,2
2023-3-22,HoChiMinh,95,84.2,79,77,74.7,70,94,75.3,49,13,7.4,2
2023-3-23,HoChiMinh,93,84.8,79,77,75.2,70,94,74.7,49,10,6.7,3
2023-3-24,HoChiMinh,95,84.9,79,77,75.8,73,94,76.0,49,15,7.0,2
2023-3-25,HoChiMinh,91,84.1,79,77,74.9,72,94,76.0,52,12,7.5,5
2023-3-26,HoChiMinh,97,85.1,77,77,74.4,64,100,73.0,44,13,5.8,1
2023-3-27,HoChiMinh,93,85.2,81,79,75.8,72,89,75.0,49,14,7.9,3
2023-3-28,HoChiMinh,97,86.3,81,79,76.2,72,94,73.4,44,15,10.6,5
2023-3-29,HoChiMinh,97,86.2,79,77,71.9,64,89,64.7,36,13,7.5,3
2023-3-30,HoChiMinh,93,85.1,81,77,74.7,72,89,72.4,52,15,7.8,3
2023-3-31,HoChiMinh,91,84.6,81,77,75.5,73,89,75.5,55,12,8.4,5
2023-4-1,HoChiMinh,93,84.4,81,79,76.2,75,89,77.4,59,12,7.4,3
2023-4-2,HoChiMinh,97,85.5,77,79,74.9,68,100,73.2,39,13,6.3,2
2023-4-3,HoChiMinh,95,84.5,79,79,76.4,72,94,77.8,47,12,5.8,1
2023-4-4,HoChiMinh,97,86.3,79,79,76.9,72,94,75.2,44,14,6.3,1
2023-4-5,HoChiMinh,95,86.3,81,79,76.9,72,94,74.6,49,14,7.6,3
2023-4-6,HoChiMinh,95,86.5,79,79,76.9,72,94,74.8,49,13,6.0,0
2023-4-7,HoChiMinh,95,86.7,82,79,76.6,73,89,72.8,49,13,8.7,3
2023-4-8,HoChiMinh,99,87.8,81,79,74.8,66,94,68.1,35,10,7.9,3
2023-4-9,HoChiMinh,97,87.2,82,79,76.7,70,89,72.3,41,14,5.7,1
2023-4-10,HoChiMinh,95,86.1,79,79,77.5,73,100,76.3,49,12,5.1,0
2023-4-11,HoChiMinh,93,86.2,82,79,77.3,75,89,75.3,56,10,6.8,3
2023-4-12,HoChiMinh,95,86.0,81,81,78.9,75,94,79.4,53,10,6.2,3
2023-4-13,HoChiMinh,97,87.5,82,81,79.3,75,94,77.2,50,12,6.2,2
2023-4-14,HoChiMinh,95,87.8,84,82,80.7,77,89,79.8,56,12,6.5,2
2023-4-15,HoChiMinh,95,86.2,73,84,80.2,73,100,82.8,59,14,7.3,2
2023-4-16,HoChiMinh,95,83.9,77,81,78.5,75,100,84.5,56,10,4.6,0
2023-4-17,HoChiMinh,93,86.1,81,81,80.1,77,100,82.0,63,13,7.6,2
2023-4-18,HoChiMinh,93,86.3,82,81,77.9,73,94,76.5,52,13,7.2,5
2023-4-19,HoChiMinh,93,86.4,82,81,79.5,77,94,79.7,59,12,6.3,1
2023-4-20,HoChiMinh,97,87.5,82,84,80.2,75,94,79.6,53,10,7.8,3
2023-4-21,HoChiMinh,97,87.9,82,84,81.3,75,100,82.3,50,13,7.9,3
2023-4-22,HoChiMinh,97,88.8,84,82,80.7,75,94,79.0,50,13,7.9,5
2023-4-23,HoChiMinh,97,88.1,82,82,78.0,70,94,73.7,41,12,7.8,3
2023-4-24,HoChiMinh,99,87.7,81,81,78.3,72,94,74.8,42,13,6.2,1
2023-4-25,HoChiMinh,99,88.5,82,79,76.3,66,89,69.3,35,12,8.7,3
2023-4-26,HoChiMinh,95,87.7,82,79,76.4,72,84,69.8,47,12,6.7,1
2023-4-27,HoChiMinh,97,88.3,82,79,76.5,70,89,69.0,41,14,7.1,2
2023-4-28,HoChiMinh,97,88.2,82,79,76.5,72,89,69.3,44,14,8.3,3
2023-4-29,HoChiMinh,95,88.0,82,81,77.3,73,89,71.5,49,12,8.3,3
2023-4-30,HoChiMinh,99,87.6,81,81,78.3,75,94,74.8,47,15,7.0,2
2023-5-1,HoChiMinh,99,87.7,77,79,75.7,70,100,69.7,39,13,7.3,3
2023-5-2,HoChiMinh,99,89.4,82,77,74.3,70,84,62.5,39,14,8.3,3
2023-5-3,HoChiMinh,99,89.8,84,79,75.2,70,79,63.6,41,13,9.3,5
2023-5-4,HoChiMinh,97,88.6,84,81,76.9,68,89,69.6,44,14,8.7,3
2023-5-5,HoChiMinh,95,88.5,82,82,79.6,75,94,75.2,56,13,6.4,2
2023-5-6,HoChiMinh,100,90.4,82,84,79.0,72,94,71.9,39,13,7.6,5
2023-5-7,HoChiMinh,97,88.8,84,84,81.2,77,94,79.1,53,13,8.8,5
2023-5-8,HoChiMinh,95,85.1,77,82,79.3,73,100,84.4,53,18,7.3,1
2023-5-9,HoChiMinh,91,82.3,79,81,78.7,75,100,89.3,66,14,4.3,0
2023-5-10,HoChiMinh,97,86.2,79,82,79.3,75,100,81.2,53,14,5.4,1
2023-5-11,HoChiMinh,93,86.5,82,82,80.7,79,94,82.0,66,10,5.4,0
2023-5-12,HoChiMinh,93,85.2,81,81,79.9,77,100,83.7,63,17,6.3,2
2023-5-13,HoChiMinh,95,86.6,81,84,80.4,77,100,81.9,56,12,5.3,1
2023-5-14,HoChiMinh,97,88.1,82,82,78.9,73,94,74.8,50,14,7.7,2
2023-5-15,HoChiMinh,97,86.3,81,81,78.3,73,100,77.8,50,14,5.0,0
2023-5-16,HoChiMinh,93,84.5,77,82,80.1,75,100,86.3,66,25,5.8,1
2023-5-17,HoChiMinh,95,85.6,81,84,80.8,75,100,85.6,56,15,5.2,0
2023-5-18,HoChiMinh,97,87.3,79,84,79.2,75,100,78.4,50,13,6.7,1
2023-5-19,HoChiMinh,97,89.0,82,82,79.4,72,94,74.7,44,15,7.8,3
2023-5-20,HoChiMinh,93,86.1,75,84,80.1,73,94,82.7,63,28,7.5,2
2023-5-21,HoChiMinh,91,82.4,77,84,79.3,75,100,90.9,75,21,5.5,1
2023-5-22,HoChiMinh,95,83.8,77,81,79.1,75,100,86.2,56,16,5.5,0
2023-5-23,HoChiMinh,95,86.3,81,82,79.4,75,100,80.7,53,13,6.8,0
2023-5-24,HoChiMinh,95,86.6,82,82,79.6,75,94,80.2,53,16,7.9,3
2023-5-25,HoChiMinh,95,86.2,82,82,79.9,77,94,81.1,59,15,6.7,0
2023-5-26,HoChiMinh,91,83.0,79,82,79.8,77,100,89.5,71,13,6.2,2
2023-5-27,HoChiMinh,90,79.7,73,81,77.8,73,100,94.5,75,13,4.7,1
2023-5-28,HoChiMinh,90,81.9,77,82,78.8,77,100,90.7,75,15,4.8,0
2023-5-29,HoChiMinh,93,84.0,81,81,79.6,79,100,86.7,66,13,5.9,1
2023-5-30,HoChiMinh,93,85.0,79,82,79.6,75,100,84.1,56,18,8.0,0
2023-5-31,HoChiMinh,93,84.2,81,84,80.3,79,100,88.0,63,20,9.6,1
